taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Cryptandra armata,"Distribution and occurrence: Occurs in Cental Western Slopes; Queensland Grows in Callitris-Eucalyptus woodland in gravelly sandy soil.NSW subdivisions: NWS, CWS Other Australian states: Qld", occurs in cental western slopes queensland grows in callitriseucalyptus woodland in gravelly sandy soil  ,,,,,,,,,slopes,slopes,woodland,woodland,,,,,gravel sand,gravelly sandy,,
Cryptandra ericoides,"Distribution and occurrence: In heath, widespread on the coast from Sydney south to Nadgee, occasionally on the adjacent ranges.NSW subdivisions: CC, SC, CT, ST Other Australian states: Vic.", in heath widespread on the coast from sydney south to nadgee occasionally on the adjacent ranges  ,,,,,widespread,widespread,,,,,heath,heath,,,,,,,,
Cryptandra lanosiflora,"Distribution and occurrence: In heath and open forest on exposed rocky sites at higher altitudes on the escarpment, north from Werrikimbee N.P., also collected from the Liverpool Ra.; rare.NSW subdivisions: NC, NT, NWS Other Australian states: Qld", in heath and openforest on exposed rockysites at higher altitudes on the escarpment north from werrikimbee np also collected from the liverpool ra rare  ,,,,,rare,rare,,,escarpments rocky,escarpment rockysites,forest_open heath,openforest heath,,,,,soil_rocky,rockysites rockys,,
Cryptandra longistaminea,"Distribution and occurrence: Widespread but not common, chiefly in open forest from the coast to the plains; on the coast north from Grafton, rare on the tablelands, north from the Gilgandra area on the Slopes, rare in inland areas, in mallee communities north of Hillston.NSW subdivisions: NC, NT, NWS, NWP, SWP Other Australian states: Qld", widespread but notcommon chiefly in openforest from the coast to the plainss on the coast north from grafton rare on the tablelands north from the gilgandra area on the slopes rare in inland areas in mallee communities north of hillston  ,XX,notcommon,,,rare widespread,rare widespread,,,hills plains slopes plateaus,hills plainss slopes tablelands,forest_open mallee plains,openforest mallee plains,,,,,,,,
Cryptandra propinqua,"Distribution and occurrence: Widespread on the ranges and in inland regions, on the coast scattered, usually restricted to sandstone sites from near Grafton south to Jervis Bay.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, NWP, SWP, SFWP Other Australian states: Qld Vic. W.A. S.A.", widespread on the ranges and in inland regions on the coast scattered usually restricted to sandstone sites from near grafton south to jervis bay  ,,,,,scattered widespread,scattered widespread,,,,,,,,,sandstone,sandstone,sand,sands,,
Cryptandra sp. Floriferous (W.R.Barker 4131),"Distribution and occurrence: Widespread on the tablelands and inland areas.NSW subdivisions: NT, CT, ST, NWS, CWS, NWP, SWP Other Australian states: Qld Vic.", widespread on the tablelands and inland areas  ,,,,,widespread,widespread,,,plateaus,tablelands,,,,,,,,,,
Cryptandra spinescens,"Distribution and occurrence: Often in rocky sites, usually in open forest. Mostly on the coast and adjacent ranges from the Hunter Valley south to Wollongong and southwest to Tulibigeal.NSW subdivisions: NC, CC, CT, CWS, SWS, SWP", often in rockysites usually in openforest mostly on the coast and adjacent ranges from the hunter valley south to wollongong and southwest to tulibigeal  ,,,,,,,,,rocky valley,rockysites valley,forest_open,openforest,,,,,soil_rocky,rockysites rockys,,
Discaria nitida,"Distribution and occurrence: In rocky situations, usually along streams in sand or gravel, sometimes on limestone; in the Snowy Mtns above 1000 m alt., from the Cooleman Caves area through to Cobungra in Vic. This rare species is sometimes locally common.NSW subdivisions: ST Other Australian states: Vic.Threatened species: NSW BCA: Vulnerable", in rocky situations usually alongstreams in sand or gravel sometimes on limestone in the snowy mtns above 1000 m alt from the cooleman caves area through to cobungra in vic this rare species is sometimes locallycommon  ,,,,,common_locally rare,locallycommon rare,,,streambanks,alongstreams,streambanks,alongstreams,,,limestone,limestone,gravel soil_rocky sand,gravel rocky sand,,
Discaria pubescens,"Distribution and occurrence: In woodland and forest, often in rocky situations; widespread, but considered endangered.NSW subdivisions: NC, NT, CT, ST, NWS, CWS Other Australian states: Qld Vic. Tas.", in woodland and forest often in rocky situations widespread but considered endangered  ,,,,,widespread,widespread,,,,,forest woodland,forest woodland,,,,,soil_rocky,rocky,,
Emmenosperma alphitonioides,"Distribution and occurrence: In warmer rainforest on the coast north from Nowra.NSW subdivisions: NC, CC, SC Other Australian states: Qld", in warmer rainforest on the coast north from nowra  ,,,,,,,,,,,rainforest,rainforest rainforest,,,,,,,,
Hovenia dulcis,"Distribution and occurrence: Cultivated, occasionally naturalized in or near rainforest.NSW subdivisions: *NC Other Australian states: *Qld", cultivated occasionally naturalized in or near rainforest  ,,,,,,,,,,,rainforest cultivated,rainforest cultivated rainforest,,,,,,,,
Pomaderris adnata,Distribution and occurrence: Grows in heathy woodland and dry sclerophyll forest; known only from Sublime Point (escarpment south of Sydney). In heathy woodland and dry sclerophyll forest.NSW subdivisions: CCThreatened species: NSW BCA: Endangered, grows in heathy woodland and drysclerophyllforest known only from sublime point escarpment south of sydney in heathy woodland and drysclerophyllforest  ,,,,,,,dry,drys,escarpments,escarpment,forest_dry_sclerophyll woodland,drysclerophyllforest woodland,,,,,,,,
Pomaderris andromedifolia,"Distribution and occurrence: Widespread, especially in open forest along the escarpment.NSW subdivisions: CC, SC, NT, CT, ST, CWS, NWP Other Australian states: Qld Vic.", widespread especially in openforest along the escarpment  ,,,,,widespread,widespread,,,escarpments,escarpment,forest_open,openforest,,,,,,,,
Pomaderris andromedifolia f. ;qu;andromedifolia;qu;,"Distribution and occurrence:  Especially in open forest.NSW subdivisions: CC, SC, NT, CT, ST, CWS, NWP Other Australian states: Qld Vic.", especially in openforest  ,,,,,,,,,,,forest_open,openforest,,,,,,,,
Pomaderris andromedifolia f. ;qu;narrow-leaved;qu;,"Distribution and occurrence: Widespread, especially in open forest along the escarpment. Especially in open forest.NSW subdivisions: CC, NT, CT, ST", widespread especially in openforest along the escarpment especially in openforest  ,,,,,widespread,widespread,,,escarpments,escarpment,forest_open,openforest,,,,,,,,
Pomaderris andromedifolia f. ;qu;small-leaved;qu;,"Distribution and occurrence:  Especially in open forest.NSW subdivisions: SC, ST Other Australian states: Vic.", especially in openforest  ,,,,,,,,,,,forest_open,openforest,,,,,,,,
Pomaderris andromedifolia subsp. andromedifolia,"Distribution and occurrence: Widespread from Queensland to Victoria; mainly in open forest along escarpment.NSW subdivisions: NC, CC, SC, NT, CT, ST Other Australian states: Qld Vic.", widespread from queensland to victoria mainly in openforest along escarpment  ,,,,,widespread,widespread,,,escarpments,escarpment,forest_open,openforest,,,,,,,,
Pomaderris andromedifolia subsp. confusa,"Distribution and occurrence:  Especially in open forest.NSW subdivisions: CC, SC, CT, ST Other Australian states: Vic.", especially in openforest  ,,,,,,,,,,,forest_open,openforest,,,,,,,,
Pomaderris angustifolia,"Distribution and occurrence: In open forest in gullies, often near streams, scattered on the ranges south of the Rylstone district, more common in ST; also near Kingston. In open forest in gullies, often near streams.NSW subdivisions: NT, CT, ST, NWS, CWS, SWS Other Australian states: Vic.", in openforest in gullies often near streams scattered on the ranges south of the rylstone district more common in st also near kingston in openforest in gullies often near streams  ,,,,,common scattered,common scattered,,,gullies,gullies,forest_open streams,openforest streams,,,,,,,,
Pomaderris argyrophylla,"Distribution and occurrence: Mostly in moist open forest. Widespread in gullies on the escarpment north from the Barrington Tops district, also found west of Tenterfield.NSW subdivisions: NC, NT, NWS Other Australian states: Qld", mostly in moist openforest widespread in gullies on the escarpment north from the barrington tops district also found west of tenterfield  ,,,,,widespread,widespread,moist,moist,escarpments gullies,escarpment gullies,forest_open,openforest,,,,,,,,
Pomaderris aspera,"Distribution and occurrence: Widespread in moist forest, especially along streams in moist gullies in the ranges, chiefly south from Barrington Tops, also near Tenterfield, Tia Gorge and Ben Halls Gap S.F.NSW subdivisions: NC, CC, SC, NT, CT, ST, CWS, SWS Other Australian states: Vic. Tas. This species has been confused with P. apetala, which has ovary and capsule stellate-hairy and a congested inflorescence <10 cm long. P. apetala s. str. is not found in N.S.W.", widespread in moist forest especially alongstreams in moist gullies in the ranges chiefly south from barrington tops also near tenterfield tia gorge and ben halls gap sf  ,,,,,widespread,widespread,moist,moist,gullies streambanks,gullies alongstreams,streambanks forest,alongstreams forest,,,,,,,,
Pomaderris betulina,"Distribution and occurrence: Grows in open forest, woodland or shrubland; chiefly in the ranges, south from Torrington.NSW subdivisions: NC, SC, NT, CT, ST, CWS, SWS Other Australian states: Vic.", grows in openforest woodland or shrubland chiefly in the ranges south from torrington  ,,,,,,,,,,,forest_open shrubland woodland,openforest shrubland woodland,,,,,,,,
Pomaderris betulina subsp. actensis,"Distribution and occurrence: in open forest, chiefly in the ranges, south from Torrington. In shrubland, woodland and forest on ridges, cliff lines and dry gullies, usually on skeletal or shallow soils.NSW subdivisions: ST, SWS", in openforest chiefly in the ranges south from torrington in shrubland woodland and forest on ridges cliff lines and dry gullies usually on skeletal or shallowsoils  ,,,,,,,dry,dry,cliff gullies ridges,cliff gullies ridges,forest_open shrubland cliffs forest woodland,openforest shrubland cliff forest woodland,,,,,soil_shallow skeletal,shallowsoils skeletal,,
Pomaderris betulina subsp. betulina,"Distribution and occurrence:  In open forest.NSW subdivisions: NC, SC, NT, CT, ST Other Australian states: Vic.", in openforest  ,,,,,,,,,,,forest_open,openforest,,,,,,,,
Pomaderris bodalla,"Distribution and occurrence: In moist open forest, along sheltered gullies or along stream banks; confined to the Nerrigundah and Brogo areas. In moist open forest, along sheltered gullies or along stream banks.NSW subdivisions: SCThreatened species: NSW BCA: Vulnerable This species is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.", in moist openforest along shelteredgullies or alongstreambank confined to the nerrigundah and brogo areas in moist openforest along shelteredgullies or alongstreambank  ,,,,,,,moist,moist,gullies_sheltered,shelteredgullies,forest_open,openforest,,,,,,,,
Pomaderris brogoensis,"Distribution and occurrence: Scattered in rocky sites in tall shrub communities on the escarpment ranges to the coast, from near the Tuross R. south to Nadgee. In rocky sites in tall shrub communities.NSW subdivisions: SC, ST", scattered in rockysites in tall shrub communities on the escarpment ranges to the coast from near the tuross r south to nadgee in rockysites in tall shrub communities  ,,,,,scattered,scattered,,,escarpments rocky,escarpment rockysites,,,,,,,soil_rocky,rockysites rockys,,
Pomaderris brunnea,"Distribution and occurrence: In open forest, confined to the Colo R. and upper Nepean R. In open forest.NSW subdivisions: NC, CC, CT Other Australian states: Vic.Threatened species: NSW BCA: Endangered; Commonwealth EPBC: Vulnerable", in openforest confined to the colo r and upper nepean r in openforest  ,,,,,,,,,,,forest_open,openforest,,,,,,,,
Pomaderris cinerea,"Distribution and occurrence: Moist open forest, often bordering rainforest; coastal ranges from the Moruya district to Bega and inland along the Tuross R. Moist open forest, often bordering rainforest.NSW subdivisions: SC, ST", moist openforest often bordering rainforest coastal ranges from the moruya district to bega and inland along the tuross r moist openforest often bordering rainforest  ,,,,,,,moist,moist,coastal,coastal,forest_open rainforest,openforest rainforest rainforest,,,,,,,,
Pomaderris cocoparrana,Distribution and occurrence: Confined to rocky sites at higher altitudes in the Cocoparra Ra. near Griffith. Confined to rocky sites at higher altitudes.NSW subdivisions: SWPThreatened species: NSW BCA: Endangered; Commonwealth EPBC: Endangered, confined to rockysites at higher altitudes in the cocoparra ra near griffith confined to rockysites at higher altitudes  ,,,,,,,,,rocky,rockysites,,,,,,,soil_rocky,rockysites rockys,,
Pomaderris costata,"Distribution and occurrence: In open forest, chiefly on the escarpment ranges south of Moruya and Mt Imlay, also the Mt Royal Ra.; rare in this State. In open forest.NSW subdivisions: SC, NT, ST Other Australian states: Vic.", in openforest chiefly on the escarpment ranges south of moruya and mt imlay also the mt royal ra rare in this state in openforest  ,,,,,rare,rare,,,escarpments,escarpment,forest_open,openforest,,,,,,,,
Pomaderris cotoneaster,"Distribution and occurrence: Rare, south from Mittagong district. In dry sclophyll forest, often on skeletal soil.NSW subdivisions: CC, SC, CT, ST, CWS Other Australian states: Vic.Threatened species: NSW BCA: Endangered; Commonwealth EPBC: Endangered", rare south from mittagong district in dry sclophyll forest often on skeletal soil  ,,,,,rare,rare,dry,dry,,,forest,forest,,,,,skeletal,skeletal,,
Pomaderris crassifolia,"Distribution and occurrence: Scattered in heath and open forest on exposed rocky sites; north from the Gloucester district, more common in SE Qld. In heath and open forest on exposed rocky sites.NSW subdivisions: NC Other Australian states: Qld", scattered in heath and openforest on exposed rockysites north from the gloucester district more common in se qld in heath and openforest on exposed rockysites  ,,,,,common scattered,common scattered,,,rocky,rockysites,forest_open heath,openforest heath,,,,,soil_rocky,rockysites rockys,,
Pomaderris delicata,"Distribution and occurrence: rows in dry sclerophyll forest on shallow soil, confined to an area between Bungonia and Goulburn; rare. In dry sclerophyll forest on shallow soil.NSW subdivisions: STThreatened species: NSW BCA: Critically Endangered; Commonwealth EPBC: Critically Endangered", rows in drysclerophyllforest on shallowsoil confined to an area between bungonia and goulburn rare in drysclerophyllforest on shallowsoil  ,,,,,rare,rare,dry,drys,,,forest_dry_sclerophyll,drysclerophyllforest,,,,,soil_shallow,shallowsoil,,
Pomaderris discolor,"Distribution and occurrence: Widespread in open forest south from the Crawford R. In open forest.NSW subdivisions: NC, CC, SC, CT, SWS Other Australian states: Qld Vic.", widespread in openforest south from the crawford r in openforest  ,,,,,widespread,widespread,,,,,forest_open,openforest,,,,,,,,
Pomaderris elachophylla,Distribution and occurrence: In the ranges south-east of Bombala. Restricted to forest areas.NSW subdivisions: ST Other Australian states: Vic. Tas.Threatened species: NSW BCA: Endangered, in the ranges southeast of bombala restricted to forest areas  ,,,,,,,,,,,forest,forest,,,,,,,,
Pomaderris elliptica,"Distribution and occurrence: Widespread in open forest on the coast and tablelands south from Taree, and west to Rylstone.NSW subdivisions: NC, CC, SC, CT, ST, CWS Other Australian states: Vic. Tas.", widespread in openforest on the coast and tablelands south from taree and west to rylstone  ,,,,,widespread,widespread,,,plateaus,tablelands,forest_open,openforest,,,,,,,,
Pomaderris elliptica var. elliptica,"Distribution and occurrence: NSW subdivisions: NC, CC, SC, CT, ST, CWS Other Australian states: Vic. Tas.",   ,,,,,,,,,,,,,,,,,,,,
Pomaderris eriocephala,"Distribution and occurrence: Open forest south from Barrington Tops, mainly at higher altitudes on the ranges south of the Bathurst district, also recorded near Armidale and Torrington. In sclerophyll forest and woodland, mainly at higher altitudes.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS Other Australian states: Vic.", openforest south from barrington tops mainly at higher altitudes on the ranges south of the bathurst district also recorded near armidale and torrington in sclerophyllforest and woodland mainly at higher altitudes  ,,,,,,,,,,,forest_open forest_sclerophyll woodland,openforest sclerophyllforest sclerophyllforest woodland,,,,,,,,
Pomaderris ferruginea,"Distribution and occurrence:  Often found along streams; widespread in open forest.NSW subdivisions: NC, CC, SC, NT, CT, ST, CWS Other Australian states: Qld Vic.", often found alongstreams widespread in openforest  ,,,,,widespread,widespread,,,streambanks,alongstreams,streambanks forest_open,alongstreams openforest,,,,,,,,
Pomaderris gilmourii,"Distribution and occurrence: Grows on skeletal rhyolite outcrops, in open shrubland or forest on the escarpment ranges inland from Moruya; rare, apparently confined to the Deua N.P.NSW subdivisions: SC", grows on skeletal rhyolite outcrops in open shrubland or forest on the escarpment ranges inland from moruya rare apparently confined to the deua np  ,,,,,rare,rare,,,escarpments rocky_outcrop,escarpment outcrops,shrubland forest,shrubland forest,,,rhyolite,rhyolite,skeletal,skeletal,,
Pomaderris gilmourii var. cana,"Distribution and occurrence:  On skeletal rhyolite outcrops, in open shrubland or forest.NSW subdivisions: SCThreatened species: NSW BCA: Vulnerable; Commonwealth EPBC: Vulnerable This variety is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.", on skeletal rhyolite outcrops in open shrubland or forest  ,,,,,,,,,rocky_outcrop,outcrops,shrubland forest,shrubland forest,,,rhyolite,rhyolite,skeletal,skeletal,,
Pomaderris gilmourii var. gilmourii,"Distribution and occurrence:  On skeletal rhyolite outcrops, in open shrubland or forest.NSW subdivisions: SC", on skeletal rhyolite outcrops in open shrubland or forest  ,,,,,,,,,rocky_outcrop,outcrops,shrubland forest,shrubland forest,,,rhyolite,rhyolite,skeletal,skeletal,,
Pomaderris graniticola,"Distribution and occurrence: Widespread in the Granite Belt, chiefly north from Gibraltar Range; also near Wingen and in Hillgrove and Inverell districts.NSW subdivisions: NT, NWS, CWS Other Australian states: Qld", widespread in the granite belt chiefly north from gibraltar range also near wingen and in hillgrove and inverell districts  ,,,,,widespread,widespread,,,,,,,,,granitic,granite,,,,
Pomaderris helianthemifolia,"Distribution and occurrence: Often in rocky situations; not common, recorded at Boonoo Boonoo N.P., Tia Falls and Bungonia Gorge.NSW subdivisions: NT, ST Other Australian states: Vic.", often in rocky situations notcommon recorded at boonoo boonoo np tia falls and bungonia gorge  ,XX,notcommon,,,,,,,,,,,,,,,soil_rocky,rocky,,
Pomaderris helianthemifolia subsp. hispida,"Distribution and occurrence: In woodland and open forest, often in rocky situations; widespread, but not common, recorded at Boonoo Boonoo N.P., Tia Falls and Bungonia Gorge.NSW subdivisions: NT, ST, SWS Other Australian states: Vic.", in woodland and openforest often in rocky situations widespread but notcommon recorded at boonoo boonoo np tia falls and bungonia gorge  ,XX,notcommon,,,widespread,widespread,,,,,forest_open woodland,openforest woodland,,,,,soil_rocky,rocky,,
Pomaderris intermedia,"Distribution and occurrence: In open forest on the coast and ranges south of Gibraltar Ra. N.P. In sclerophyll forest.NSW subdivisions: NC, CC, SC, NT, CT, ST, CWS Other Australian states: Vic. Tas.", in openforest on the coast and ranges south of gibraltar ra np in sclerophyllforest  ,,,,,,,,,,,forest_open forest_sclerophyll,openforest sclerophyllforest sclerophyllforest,,,,,,,,
Pomaderris lanigera,"Distribution and occurrence: Widespread in open forest on the coast and ranges. Some populations in the Goulburn district have leaves very sparsely hairy above and elliptic with an obtuse apex. In open forest.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS Other Australian states: Qld Vic.", widespread in openforest on the coast and ranges some populations in the goulburn district have leaves very sparsely hairy above and elliptic with an obtuse apex in openforest  ,,,,,widespread,widespread,,,,,forest_open,openforest,,,,,,,,
Pomaderris ledifolia,"Distribution and occurrence: Widespread, usually on rocky hillsides, at higher altitudes south from Gibraltar Ra. N.P. Usually on rocky hillsides, at higher altitudes.NSW subdivisions: NC, CC, SC, CT, ST, CWS Other Australian states: Qld Vic. Often confused with P. andromedifolia subsp. andromedifolia, small-leaved form.", widespread usually on rocky hillsides at higher altitudes south from gibraltar ra np usually on rocky hillsides at higher altitudes  ,,,,,widespread,widespread,,,hills,hills hillsides,,,,,,,soil_rocky,rocky,,
Pomaderris ligustrina,"Distribution and occurrence: Widespread on the escarpment ranges south from Mt Warning, more common in the Sydney district.NSW subdivisions: NC, CC, SC, NT, CT Other Australian states: Qld Vic.", widespread on the escarpment ranges south from mt warning more common in the sydney district  ,,,,,common widespread,common widespread,,,escarpments,escarpment,,,,,,,,,,
Pomaderris ligustrina subsp. latifolia,"Distribution and occurrence: Rare on the north coast and ranges from Woodenbong to east of Guyra.NSW subdivisions: NC, NT Other Australian states: Qld", rare on the north coast and ranges from woodenbong to east of guyra  ,,,,,rare,rare,,,,,,,,,,,,,,
Pomaderris ligustrina subsp. ligustrina,"Distribution and occurrence: NSW subdivisions: NC, CC, SC, NT, CT Other Australian states: Qld Vic.",   ,,,,,,,,,,,,,,,,,,,,
Pomaderris mediora,"Distribution and occurrence: Grows in heath and stunted scrub on ridges and headlands, from the Hawkesbury R. to Bulli. In heath and stunted scrub on ridges and headlands.NSW subdivisions: CC", grows in heath and stunted scrub on ridges and headlands from the hawkesbury r to bulli in heath and stunted scrub on ridges and headlands  ,,,,,,,,,ridges,ridges,heath scrubland,heath scrub,,,,,,,,
Pomaderris nitidula,"Distribution and occurrence: In rocky sites, mostly at higher altitudes on the escarpment north from Mt Seaview, mostly in open forest. In sclerophyll forest and woodland and scrub, in rocky sites, mostly at higher altitudes.NSW subdivisions: NC, NT Other Australian states: Qld", in rockysites mostly at higher altitudes on the escarpment north from mt seaview mostly in openforest in sclerophyllforest and woodland and scrub in rockysites mostly at higher altitudes  ,,,,,,,,,escarpments rocky,escarpment rockysites,forest_open forest_sclerophyll scrubland woodland,openforest sclerophyllforest sclerophyllforest scrub woodland,,,,,soil_rocky,rockysites rockys,,
Pomaderris notata,"Distribution and occurrence: Confined to rocky basalt ranges on the McPherson Ra., sometimes locally dominant. Confined to rocky basalt ranges.NSW subdivisions: NC Other Australian states: QldThreatened species: NSW BCA: Vulnerable", confined to rocky basalt ranges on the mcpherson ra sometimes locally dominant confined to rocky basalt ranges  ,,,,,,,,,,,,,,,basaltic,basalt,soil_rocky,rocky,,
Pomaderris pallida,"Distribution and occurrence: In open forest, rare, confined to the Cotter and Paddys Rivers district in the A.C.T. In open forest.NSW subdivisions: ST Other Australian states: Vic.Threatened species: NSW BCA: Vulnerable; Commonwealth EPBC: Vulnerable", in openforest rare confined to the cotter and paddys rivers district in the act in openforest  ,,,,,rare,rare,,,,,forest_open streams,openforest rivers,,,,,,,,
Pomaderris paniculosa,"Distribution and occurrence: Rare in N.S.W., only 1 early collection from along the Darling R.; there is some doubt as to the validity of this locality.NSW subdivisions: NWP Other Australian states: Vic. Tas. S.A.", rare in nsw only 1 early collection from along the darling r there is some doubt as to the validity of this locality  ,,,,,rare,rare,,,,,,,,,,,,,,
Pomaderris paniculosa subsp. paniculosa,"Distribution and occurrence: NSW subdivisions: SFWP Other Australian states: Vic. Tas. S.A.Threatened species: NSW BCA: Presumed Extinct in NSW This species is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.",   ,,,,,,,,,,,,,,,,,,,,
Pomaderris parrisiae,"Distribution and occurrence: In skeletal sites in tall open forest or rainforest, chiefly on the escarpment ranges, mostly from Kybean to Bemboka area. In skeletal sites in tall open forest or rainforest.NSW subdivisions: SC, STThreatened species: NSW BCA: Vulnerable; Commonwealth EPBC: Vulnerable", in skeletal sites in tall openforest or rainforest chiefly on the escarpment ranges mostly from kybean to bemboka area in skeletal sites in tall openforest or rainforest  ,,,,,,,,,escarpments,escarpment,forest_open rainforest,openforest rainforest rainforest,,,,,skeletal,skeletal,,
Pomaderris pauciflora,"Distribution and occurrence: Often growing near streams, on the ranges south of Merriwa, especially in the Braidwood district. Often growing near streams.NSW subdivisions: CT, ST, CWS Other Australian states: Vic.", often growing near streams on the ranges south of merriwa especially in the braidwood district often growing near streams  ,,,,,,,,,,,streams,streams,,,,,,,,
Pomaderris phylicifolia,"Distribution and occurrence: Widespread, but not common; chiefly on the coast and ranges south from the Blue Mtns, also at Cathedral Rock N.P.NSW subdivisions: CC, SC, NT, CT, ST, CWS Other Australian states: Vic. Tas.", widespread but notcommon chiefly on the coast and ranges south from the blue mtns also at cathedral rock np  ,XX,notcommon,,,widespread,widespread,,,,,,,,,,,,,,
Pomaderris phylicifolia subsp. ericoides,"Distribution and occurrence: NSW subdivisions: CC, SC, CT, ST Other Australian states: Vic. Tas.",   ,,,,,,,,,,,,,,,,,,,,
Pomaderris phylicifolia subsp. phylicifolia,"Distribution and occurrence: NSW subdivisions: CC, NT, CT, ST, CWS Other Australian states: Vic. Tas.",   ,,,,,,,,,,,,,,,,,,,,
Pomaderris pilifera,"Distribution and occurrence: Grows in sclerophyll forest or woodland, usually on shallow soils, occasionally fringing water courses; rare in this State, collected in the Brogo area. In sclerophyll forest or woodland, usually on shallow soils, occasionally fringing water courses.NSW subdivisions: SC Other Australian states: Vic. Tas.", grows in sclerophyllforest or woodland usually on shallowsoils occasionally fringing watercourses rare in this state collected in the brogo area in sclerophyllforest or woodland usually on shallowsoils occasionally fringing watercourses  ,,,,,rare,rare,,,watercourses,watercourses,forest_sclerophyll streambanks streams woodland,sclerophyllforest watercourses sclerophyllforest watercourses woodland,,,,,soil_shallow,shallowsoils,,
Pomaderris precaria,"Distribution and occurrence: On rocky slopes, chiefly in the Rylstone – Bylong area, also at Mt Gundangaroo. On rocky slopes.NSW subdivisions: CC, CWS", on rockyslopes chiefly in the rylstone ï¿½ bylong area also at mt gundangaroo on rockyslopes  ,,,,,,,,,slopes_rocky,rockyslopes,,,,,,,soil_rocky,rockys,,
Pomaderris prunifolia,"Distribution and occurrence: On rocky slopes, often along creeks. Mainly south of the Hunter Valley, also at the western extremity of the Nandewar Ra. and Chandler R. gorge; not common.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS, NWP Other Australian states: Qld Vic.", on rockyslopes often alongcreekss mainly south of the hunter valley also at the western extremity of the nandewar ra and chandler r gorge notcommon  ,XX,notcommon,,,,,,,slopes_rocky valley streambanks,rockyslopes valley alongcreeks,streambanks,alongcreekss,,,,,soil_rocky,rockys,,
Pomaderris prunifolia var. prunifolia,"Distribution and occurrence: On rocky slopes, often along creeks. Mainly south of the Hunter Valley, also at the western extremity of the Nandewar Ra. and Chandler R. gorge; not common. On rocky slopes, often along creeks.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS Other Australian states: Qld Vic.", on rockyslopes often alongcreekss mainly south of the hunter valley also at the western extremity of the nandewar ra and chandler r gorge notcommon on rockyslopes often alongcreekss  ,XX,notcommon,,,,,,,slopes_rocky valley streambanks,rockyslopes valley alongcreeks,streambanks,alongcreekss,,,,,soil_rocky,rockys,,
Pomaderris queenslandica,"Distribution and occurrence: Rare in N.S.W. (there is a long gap between collections from the early 1900s to 2003 onwards), specimens from Mount Danger and Gloucester district; more widespread in Qld.NSW subdivisions: NC, NWS, CWS, NWP Other Australian states: QldThreatened species: NSW BCA: Endangered", rare in nsw there is a long gap between collections from the early 1900s to 2003 onwards specimens from mount danger and gloucester district more widespread in qld  ,,,,,rare widespread,rare widespread,,,,,,,,,,,,,,
Pomaderris reperta,Distribution and occurrence: Grows in dry sclerophyll woodland; confined to the Denman area. In dry sclerophyll woodland.NSW subdivisions: CWSThreatened species: NSW BCA: Critically Endangered; Commonwealth EPBC: Critically Endangered, grows in drysclerophyllwoodland confined to the denman area in drysclerophyllwoodland  ,,,,,,,dry,drys,,,woodland_dry_sclerophyll,drysclerophyllwoodland,,,,,,,,
Pomaderris sericea,"Distribution and occurrence: Rare in this State, collected only from Berrima at the turn of the century.NSW subdivisions: CT Other Australian states: Vic.Threatened species: NSW BCA: Endangered; Commonwealth EPBC: Vulnerable This species is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.", rare in this state collected only from berrima at the turn of the century  ,,,,,rare,rare,,,,,,,,,,,,,,
Pomaderris subcapitata,"Distribution and occurrence: Not common in N.S.W. south of Colong Caves, also recorded from near Tabulum.NSW subdivisions: NC, CT, ST Other Australian states: Vic.", notcommon in nsw south of colong caves also recorded from near tabulum  ,XX,notcommon,,,,,,,,,,,,,,,,,,
Pomaderris vellea,"Distribution and occurrence: Scattered in open forest on the coast and escarpment north from the Hunter Valley to Boonoo Boonoo and inland to Denman, also at Leumeah, doubtfully recorded for Torrington. In open forest.NSW subdivisions: NC, CC, NT, CWS Other Australian states: Qld", scattered in openforest on the coast and escarpment north from the hunter valley to boonoo boonoo and inland to denman also at leumeah doubtfully recorded for torrington in openforest  ,,,,,scattered,scattered,,,escarpments valley,escarpment valley,forest_open,openforest,,,,,,,,
