Species,Susceptibility Rating,suggested_name,accepted_name,family,taxon_distribution
Leptospermum continentale,susceptible_but_degree_unknown,Leptospermum continentale,Leptospermum continentale,Myrtaceae,"SA, NSW, ACT, Vic"
Leptospermum myrsinoides,susceptible_but_degree_unknown,Leptospermum myrsinoides,Leptospermum myrsinoides,Myrtaceae,"SA, NSW, Vic"
Melaleuca subfalcata,susceptible_but_degree_unknown,Melaleuca subfalcata,Melaleuca subfalcata,Myrtaceae,WA
Scholtzia involucrata,susceptible_but_degree_unknown,Scholtzia involucrata,Scholtzia involucrata,Myrtaceae,WA
Syzygium kuranda,susceptible_but_degree_unknown,Syzygium kuranda,Syzygium kuranda,Myrtaceae,Qld
Thryptomene saxicola,susceptible_but_degree_unknown,Thryptomene saxicola,Thryptomene saxicola,Myrtaceae,WA
Pterostylis concinna,susceptible_but_degree_unknown,Pterostylis concinna,Pterostylis concinna,Orchidaceae,"SA, NSW, Vic, Tas"
Dianella revoluta s.l.,susceptible_but_degree_unknown,Dianella revoluta,Dianella revoluta,Hemerocallidaceae,"WA, SA, Qld, NSW, ACT, Vic, Tas"
Themeda triandra,susceptible_but_degree_unknown,Themeda triandra,Themeda triandra,Poaceae,"WA, NT, SA, Qld, NSW, ACT, Vic, Tas"
Adenanthos meisneri,susceptible_but_degree_unknown,Adenanthos meisneri,Adenanthos meisneri,Proteaceae,WA
Adenanthos sericeus,susceptible_but_degree_unknown,Adenanthos sericeus [alternative possible names: Adenanthos cygnorum (pro parte misapplied) | Adenanthos macropodianus (misapplied)],Adenanthos sericeus,Proteaceae,WA
Adenanthos terminalis,susceptible_but_degree_unknown,Adenanthos terminalis [alternative possible names: Adenanthos drummondii (pro parte misapplied) | Adenanthos drummondii (misapplied)],Adenanthos terminalis,Proteaceae,"SA, Vic"
Banksia ashbyi,susceptible_but_degree_unknown,Banksia ashbyi,Banksia ashbyi,Proteaceae,WA
Banksia burdettii,susceptible_but_degree_unknown,Banksia burdettii,Banksia burdettii,Proteaceae,WA
Banksia candolleana,susceptible_but_degree_unknown,Banksia candolleana,Banksia candolleana,Proteaceae,WA
Banksia lindleyana,susceptible_but_degree_unknown,Banksia lindleyana,Banksia lindleyana,Proteaceae,WA
Banksia marginata,susceptible_but_degree_unknown,Banksia marginata,Banksia marginata,Proteaceae,"SA, NSW, ACT, Vic, Tas"
Banksia media,susceptible_but_degree_unknown,Banksia media,Banksia media,Proteaceae,WA
Banksia preamorsa,susceptible_but_degree_unknown,Banksia praemorsa,Banksia praemorsa,Proteaceae,WA
Banksia spinulosa var. cunninghamii,susceptible_but_degree_unknown,Banksia spinulosa var. cunninghamii [alternative possible names: Banksia neoanglica (pro parte taxonomic synonym)],Banksia spinulosa var. cunninghamii,Proteaceae,"Qld, NSW, Vic"
Cardwellia sublimis,susceptible_but_degree_unknown,Cardwellia sublimis,Cardwellia sublimis,Proteaceae,Qld
Conospermum mitchellii,susceptible_but_degree_unknown,Conospermum mitchellii,Conospermum mitchellii,Proteaceae,Vic
Conospermum spectabile,susceptible_but_degree_unknown,Conospermum spectabile,Conospermum spectabile,Proteaceae,WA
Conospermum todii,susceptible_but_degree_unknown,Conospermum toddii,Conospermum toddii,Proteaceae,WA
Conospermum triplinervium,susceptible_but_degree_unknown,Conospermum triplinervium,Conospermum triplinervium,Proteaceae,WA
Darlingia darlingiana,susceptible_but_degree_unknown,Darlingia darlingiana,Darlingia darlingiana,Proteaceae,Qld
Dryandra bipinnatifida,susceptible_but_degree_unknown,Banksia bipinnatifida,Banksia bipinnatifida,Proteaceae,WA
Dryandra serratuloides subsp. perissa,susceptible_but_degree_unknown,Banksia serratuloides subsp. perissa,Banksia serratuloides subsp. perissa,Proteaceae,WA
Dryandra squarrosa subsp. argillacea,susceptible_but_degree_unknown,Banksia squarrosa subsp. argillacea,Banksia squarrosa subsp. argillacea,Proteaceae,WA
Dryandra squarrosa s.l.,susceptible_but_degree_unknown,Banksia squarrosa,Banksia squarrosa,Proteaceae,WA
Grevillea alpina,susceptible_but_degree_unknown,Grevillea alpina,Grevillea alpina,Proteaceae,"NSW, ACT, Vic"
Grevillea aquifolium,susceptible_but_degree_unknown,Grevillea aquifolium [alternative possible names: Grevillea monticola (nomenclatural synonym) | Grevillea infecunda (pro parte misapplied)],Grevillea aquifolium,Proteaceae,"SA, Vic"
Grevillea cirsiifolia,susceptible_but_degree_unknown,Grevillea cirsiifolia,Grevillea cirsiifolia,Proteaceae,WA
Grevillea lavandulacea s.l.,susceptible_but_degree_unknown,Grevillea lavandulacea [alternative possible names: Grevillea muricata (pro parte misapplied)],Grevillea lavandulacea,Proteaceae,"SA, Vic"
Grevillea oleioides,susceptible_but_degree_unknown,Grevillea oleoides,Grevillea oleoides,Proteaceae,NSW
Grevillea saccata Benth.,susceptible_but_degree_unknown,Grevillea saccata,Grevillea saccata,Proteaceae,WA
Grevillea steiglitziana,susceptible_but_degree_unknown,Grevillea steiglitziana,Grevillea steiglitziana,Proteaceae,Vic
Hakea dactyloides,susceptible_but_degree_unknown,Hakea dactyloides,Hakea dactyloides,Proteaceae,"WA (naturalised), NSW, Vic"
Hakea flabellifolia,susceptible_but_degree_unknown,Hakea flabellifolia,Hakea flabellifolia,Proteaceae,WA
Hakea nodosa,susceptible_but_degree_unknown,Hakea nodosa,Hakea nodosa,Proteaceae,"SA, Vic, Tas"
Hakea oleifolia,susceptible_but_degree_unknown,Hakea oleifolia,Hakea oleifolia,Proteaceae,"WA, Vic (doubtfully naturalised)"
Hakea prostrata,susceptible_but_degree_unknown,Hakea prostrata,Hakea prostrata,Proteaceae,"WA, SA (naturalised), Vic (doubtfully naturalised)"
Hakea ulicina,susceptible_but_degree_unknown,Hakea ulicina [alternative possible names: Hakea carinata (pro parte misapplied) | Hakea repullulans (pro parte misapplied) | Hakea carinata (misapplied)],Hakea ulicina,Proteaceae,"NSW, Vic, Tas"
Isopogon ceratophyllus,susceptible_but_degree_unknown,Isopogon ceratophyllus,Isopogon ceratophyllus,Proteaceae,"SA, Vic, Tas"
Lambertia echinata subsp. occidentalis,susceptible_but_degree_unknown,Lambertia echinata subsp. occidentalis,Lambertia echinata subsp. occidentalis,Proteaceae,WA
Lambertia multiflora,susceptible_but_degree_unknown,Lambertia multiflora,Lambertia multiflora,Proteaceae,WA
Lomatia fraxinifolia,susceptible_but_degree_unknown,Lomatia milnerae,Lomatia milnerae,Proteaceae,Qld
Lomatia ilicifolia,susceptible_but_degree_unknown,Lomatia ilicifolia,Lomatia ilicifolia,Proteaceae,"NSW, Vic"
Lomatia tasmanica CE,susceptible_but_degree_unknown,Lomatia tasmanica,Lomatia tasmanica,Proteaceae,Tas
Opisthiolepis heterophylla,susceptible_but_degree_unknown,Opisthiolepis heterophylla,Opisthiolepis heterophylla,Proteaceae,Qld
Persoonia silvatica,susceptible_but_degree_unknown,Persoonia silvatica,Persoonia silvatica,Proteaceae,"NSW, Vic"
Petrophile biloba,susceptible_but_degree_unknown,Petrophile biloba,Petrophile biloba,Proteaceae,WA
Petrophile drummondii,susceptible_but_degree_unknown,Petrophile drummondii,Petrophile drummondii,Proteaceae,WA
Petrophile stricta,susceptible_but_degree_unknown,Petrophile stricta,Petrophile stricta,Proteaceae,WA
Stirlingia tenuifolia s.l.,susceptible_but_degree_unknown,Stirlingia tenuifolia,Stirlingia tenuifolia,Proteaceae,WA
Xylomelum angustifolium,susceptible_but_degree_unknown,Xylomelum angustifolium,Xylomelum angustifolium,Proteaceae,WA
Alphitonia petriei,susceptible_but_degree_unknown,Alphitonia petriei,Alphitonia petriei,Rhamnaceae,"Qld, NSW"
Alphitonia whitei,susceptible_but_degree_unknown,Alphitonia whitei,Alphitonia whitei,Rhamnaceae,Qld
Cryptandra tomentosa,susceptible_but_degree_unknown,Cryptandra tomentosa [alternative possible names: Cryptandra myriantha (pro parte misapplied) | Cryptandra nutans (pro parte misapplied) | Cryptandra exilis (misapplied)],Cryptandra tomentosa,Rhamnaceae,"SA, Vic"
Antirhea sp. (Mt Lewis BG 5733),susceptible_but_degree_unknown,Antirhea sp. (Mt Lewis BG 5733),,Rubiaceae,
Boronia fastigiata,susceptible_but_degree_unknown,Boronia fastigiata,Boronia fastigiata,Rutaceae,WA
Boronia revoluta,susceptible_but_degree_unknown,Boronia revoluta,Boronia revoluta,Rutaceae,WA
Correa reflexa,susceptible_but_degree_unknown,Correa reflexa,Correa reflexa,Rutaceae,"SA, Qld, NSW, ACT, Vic, Tas"
Crowea angustifolia s.l.,susceptible_but_degree_unknown,Crowea angustifolia,Crowea angustifolia,Rutaceae,WA
Flindersia bourjotiana,susceptible_but_degree_unknown,Flindersia bourjotiana,Flindersia bourjotiana,Rutaceae,"Qld, NSW"
Pouteria brownlessiana,susceptible_but_degree_unknown,Pleioluma brownlessiana,Pleioluma brownlessiana,Sapotaceae,Qld
Selaginella uliginosa,susceptible_but_degree_unknown,Selaginella uliginosa,Selaginella uliginosa,Selaginellaceae,"Qld, NSW, Vic, Tas"
Franciscodendron laurifolium,susceptible_but_degree_unknown,Franciscodendron laurifolium,Franciscodendron laurifolium,Malvaceae,Qld
Thomasia grandiflora,susceptible_but_degree_unknown,Thomasia grandiflora,Thomasia grandiflora,Malvaceae,WA
Stylidium spathulatum,susceptible_but_degree_unknown,Stylidium spathulatum,Stylidium spathulatum,Stylidiaceae,WA
Tetratheca ciliata,susceptible_but_degree_unknown,Tetratheca ciliata,Tetratheca ciliata,Elaeocarpaceae,"SA, NSW, Vic, Tas"
Tremandra stelligera,susceptible_but_degree_unknown,Tremandra stelligera,Tremandra stelligera,Elaeocarpaceae,WA
Xanthophyllum octandrum,susceptible_but_degree_unknown,Xanthophyllum octandrum,Xanthophyllum octandrum,Polygalaceae,Qld
Lomandra odora,susceptible_but_degree_unknown,Lomandra odora,Lomandra odora,Asparagaceae,WA
Xanthorrhoea drummondii,susceptible_but_degree_unknown,Xanthorrhoea drummondii,Xanthorrhoea drummondii,Xanthorrhoeaceae,WA
Xanthorrhoea nana,susceptible_but_degree_unknown,Xanthorrhoea nana,Xanthorrhoea nana,Xanthorrhoeaceae,WA
Macrozamia communis,susceptible_but_degree_unknown,Macrozamia communis,Macrozamia communis,Zamiaceae,NSW
Andersonia heterophylla,susceptible_but_degree_unknown,Andersonia heterophylla [alternative possible names: Andersonia macranthera (pro parte misapplied)],Andersonia heterophylla,Ericaceae,WA
Andersonia lehmanniana,susceptible_but_degree_unknown,Andersonia lehmanniana,Andersonia lehmanniana,Ericaceae,WA
Leucopogon flavescens,susceptible_but_degree_unknown,Styphelia flavescens,Styphelia flavescens,Ericaceae,WA
Leucopogon polymorphus,susceptible_but_degree_unknown,Leucopogon polymorphus,Leucopogon polymorphus,Ericaceae,WA
Aotus passerinoides,susceptible_but_degree_unknown,Aotus passerinoides,Aotus passerinoides,Fabaceae,WA
Bossiaea prostrate,susceptible_but_degree_unknown,Bossiaea prostrata [alternative possible names: Bossiaea nummularia (pro parte misapplied)],Bossiaea prostrata,Fabaceae,"SA, Qld, NSW, ACT, Vic, Tas"
Daviesia ulicifolia,susceptible_but_degree_unknown,Daviesia ulicifolia,Daviesia ulicifolia,Fabaceae,"WA, Qld, NSW, Vic, Tas"
Darwinia meeboldii,susceptible_but_degree_unknown,Darwinia meeboldii,Darwinia meeboldii,Myrtaceae,WA
Eucalyptus todtiana,susceptible_but_degree_unknown,Eucalyptus todtiana,Eucalyptus todtiana,Myrtaceae,WA
Melaleuca scabra,susceptible_but_degree_unknown,Melaleuca scabra,Melaleuca scabra,Myrtaceae,WA
Pericalymma ellipticum,susceptible_but_degree_unknown,Pericalymma ellipticum,Pericalymma ellipticum,Myrtaceae,WA
Verticordia huegelii,susceptible_but_degree_unknown,Verticordia huegelii,Verticordia huegelii,Myrtaceae,WA
Verticordia nitens,susceptible_but_degree_unknown,Verticordia nitens,Verticordia nitens,Myrtaceae,WA
Podocarpus druoynianus,susceptible_but_degree_unknown,Podocarpus drouynianus,Podocarpus drouynianus,Podocarpaceae,WA
Banksia telmatiaea,susceptible_but_degree_unknown,Banksia telmatiaea,Banksia telmatiaea,Proteaceae,WA
Conospermum stoechadis,susceptible_but_degree_unknown,Conospermum stoechadis,Conospermum stoechadis,Proteaceae,WA
Hakea pendanicarpa subsp. crassifolia,susceptible_but_degree_unknown,Hakea pandanicarpa subsp. crassifolia,Hakea pandanicarpa subsp. crassifolia,Proteaceae,WA
Petrophile linearis,susceptible_but_degree_unknown,Petrophile linearis,Petrophile linearis,Proteaceae,WA
Xylomelum occidentale,susceptible_but_degree_unknown,Xylomelum occidentale,Xylomelum occidentale,Proteaceae,WA
Tetratheca pilosa s.l.,susceptible_but_degree_unknown,Tetratheca pilosa,Tetratheca pilosa,Elaeocarpaceae,"SA, NSW, Vic, Tas"
Astroloma xerophyllum,susceptible_but_degree_unknown,Styphelia xerophylla,Styphelia xerophylla,Ericaceae,WA
Jacksonia floribunda,susceptible_but_degree_unknown,Jacksonia floribunda,Jacksonia floribunda,Fabaceae,WA
Hypocalymma robustum,susceptible_but_degree_unknown,Hypocalymma robustum,Hypocalymma robustum,Myrtaceae,WA
Verticordia densiflora,susceptible_but_degree_unknown,Verticordia densiflora,Verticordia densiflora,Myrtaceae,WA
Allocasuarina humilis,susceptible_but_degree_unknown field_resistant,Allocasuarina humilis,Allocasuarina humilis,Casuarinaceae,WA
Aotus ericoides,susceptible_but_degree_unknown highly_susceptible,Aotus ericoides [alternative possible names: Aotus gracillima (pro parte misapplied) | Aotus intermedia (pro parte misapplied) | Aotus subspinescens (misapplied)],Aotus ericoides,Fabaceae,"Qld, NSW, Vic, Tas"
Amperea xiphoclada,susceptible_but_degree_unknown field_resistant,Amperea xiphoclada,Amperea xiphoclada,Euphorbiaceae,"SA, Qld, NSW, Vic, Tas"
Hibbertia amplexicaulis,susceptible_but_degree_unknown highly_susceptible,Hibbertia amplexicaulis,Hibbertia amplexicaulis,Dilleniaceae,WA
Banksia nutans,susceptible_but_degree_unknown highly_susceptible,Banksia nutans,Banksia nutans,Proteaceae,WA
Leucopogon verticillatus,susceptible_but_degree_unknown highly_susceptible,Leucopogon verticillatus,Leucopogon verticillatus,Ericaceae,WA
Adenanthos obovatus,susceptible_but_degree_unknown highly_susceptible,Adenanthos obovatus,Adenanthos obovatus,Proteaceae,WA
Banksia menziesii,susceptible_but_degree_unknown highly_susceptible,Banksia menziesii,Banksia menziesii,Proteaceae,WA
Banksia occidentalis s.l.,susceptible_but_degree_unknown highly_susceptible,Banksia occidentalis,Banksia occidentalis,Proteaceae,WA
Lambertia echinata subsp. echinata E,susceptible_but_degree_unknown highly_susceptible,Lambertia echinata subsp. echinata,Lambertia echinata subsp. echinata,Proteaceae,WA
Lasiopetalum floribundum,susceptible_but_degree_unknown moderately_susceptible,Lasiopetalum floribundum,Lasiopetalum floribundum,Malvaceae,WA
Hibbertia montana,susceptible_but_degree_unknown highly_susceptible,Hibbertia montana,Hibbertia montana,Dilleniaceae,WA
Hibbertia virgata,susceptible_but_degree_unknown highly_susceptible,Hibbertia virgata,Hibbertia virgata,Dilleniaceae,"SA, NSW, Vic, Tas"
Adenanthos cygnorum s.l.,susceptible_but_degree_unknown highly_susceptible,Adenanthos cygnorum,Adenanthos cygnorum,Proteaceae,WA
Banksia brownii E,susceptible_but_degree_unknown highly_susceptible,Banksia brownii,Banksia brownii,Proteaceae,WA
Banksia littoralis,susceptible_but_degree_unknown highly_susceptible,Banksia littoralis,Banksia littoralis,Proteaceae,WA
Banksia oligantha E,susceptible_but_degree_unknown highly_susceptible,Banksia oligantha,Banksia oligantha,Proteaceae,WA
Dryandra serratuloides s.l.,susceptible_but_degree_unknown highly_susceptible,Banksia serratuloides,Banksia serratuloides,Proteaceae,WA
Andersonia caerulea,susceptible_but_degree_unknown highly_susceptible,Andersonia caerulea [alternative possible names: Andersonia hammersleyana (pro parte misapplied)],Andersonia caerulea,Ericaceae,WA
Banksia attenuata,susceptible_but_degree_unknown highly_susceptible,Banksia attenuata,Banksia attenuata,Proteaceae,WA
Banksia baxteri,susceptible_but_degree_unknown highly_susceptible,Banksia baxteri,Banksia baxteri,Proteaceae,WA
Banksia ilicifolia,susceptible_but_degree_unknown highly_susceptible,Banksia ilicifolia,Banksia ilicifolia,Proteaceae,WA
Banksia prionotes,susceptible_but_degree_unknown highly_susceptible,Banksia prionotes,Banksia prionotes,Proteaceae,WA
Banksia quercifolia,susceptible_but_degree_unknown highly_susceptible,Banksia quercifolia,Banksia quercifolia,Proteaceae,WA
Banksia speciosa,susceptible_but_degree_unknown highly_susceptible,Banksia speciosa,Banksia speciosa,Proteaceae,WA
Isopogon uncinatus E,susceptible_but_degree_unknown highly_susceptible,Isopogon uncinatus,Isopogon uncinatus,Proteaceae,WA
Banksia coccinea,susceptible_but_degree_unknown highly_susceptible,Banksia coccinea,Banksia coccinea,Proteaceae,WA
Lambertia fairallii E,susceptible_but_degree_unknown highly_susceptible,Lambertia fairallii,Lambertia fairallii,Proteaceae,WA
Lambertia orbifolia E,susceptible_but_degree_unknown highly_susceptible,Lambertia orbifolia,Lambertia orbifolia,Proteaceae,WA
Leucopogon nutans,susceptible_but_degree_unknown highly_susceptible low_susceptibility susceptible_but_persistent,Styphelia nitens,Styphelia nitens,Ericaceae,WA
Dasypogon bromeliifolius,susceptible_but_degree_unknown low_susceptibility,Dasypogon bromeliifolius [alternative possible names: Dasypogon obliquifolius (pro parte misapplied)],Dasypogon bromeliifolius,Dasypogonaceae,WA
Banksia goodii V,susceptible_but_degree_unknown moderately_susceptible,Banksia goodii,Banksia goodii,Proteaceae,WA
Acacia myrtifolia,susceptible_but_degree_unknown moderately_susceptible,Acacia myrtifolia,Acacia myrtifolia,Fabaceae,"WA, SA, Qld, NSW, Vic, Tas"
Adenanthos cunninghamii E,susceptible_but_degree_unknown moderately_susceptible,Adenanthos x cunninghamii,Adenanthos x cunninghamii,Proteaceae,WA
Dryandra nivea s.l.,susceptible_but_degree_unknown moderately_susceptible,Banksia nivea [alternative possible names: Banksia dallanneyi (pro parte misapplied) | Banksia dallanneyi (misapplied) | Banksia dallanneyi var. dallanneyi (misapplied) | Banksia dallanneyi var. mellicula (misapplied)],Banksia nivea,Proteaceae,WA
Isopogon sphaerocephalus,susceptible_but_degree_unknown moderately_susceptible,Isopogon sphaerocephalus,Isopogon sphaerocephalus,Proteaceae,WA
Banksia sphaerocarpa s.l.,susceptible_but_degree_unknown moderately_susceptible highly_susceptible,Banksia sphaerocarpa,Banksia sphaerocarpa,Proteaceae,WA
Eucalyptus marginata,susceptible_but_degree_unknown moderately_susceptible low_susceptibility,Eucalyptus marginata,Eucalyptus marginata,Myrtaceae,WA
Dryandra formosa,susceptible_but_degree_unknown moderately_susceptible highly_susceptible,Banksia formosa,Banksia formosa,Proteaceae,WA
Styphelia tenuiflora,susceptible_but_degree_unknown presumed_resistant highly_susceptible,Styphelia tenuiflora,Styphelia tenuiflora,Ericaceae,WA
Persoonia juniperina,susceptible_but_degree_unknown,Persoonia juniperina,Persoonia juniperina,Proteaceae,"SA, NSW, Vic, Tas"
Bossiaea ornata,susceptible_but_degree_unknown susceptible_but_persistent,Bossiaea ornata,Bossiaea ornata,Fabaceae,WA
Daviesia decurrens,susceptible_but_degree_unknown susceptible_but_persistent,Daviesia decurrens,Daviesia decurrens,Fabaceae,WA
Trymalium ledifolium,susceptible_but_degree_unknown susceptible_but_persistent,Trymalium ledifolium,Trymalium ledifolium,Rhamnaceae,WA
Hibbertia hypericoides,susceptible_but_degree_unknown susceptible_but_persistent moderately_susceptible highly_susceptible,Hibbertia hypericoides,Hibbertia hypericoides,Dilleniaceae,WA
Chamaescilla corymbosa var. corymbosa,susceptible_but_degree_unknown field_resistant,Chamaescilla corymbosa var. corymbosa,Chamaescilla corymbosa var. corymbosa,Asparagaceae,"WA, SA, Vic, Tas"
Eucalyptus delegatensis,susceptible_but_degree_unknown field_resistant,Eucalyptus delegatensis,Eucalyptus delegatensis,Myrtaceae,"NSW, ACT, Vic, Tas"
Eucalyptus regnans,susceptible_but_degree_unknown field_resistant,Eucalyptus regnans,Eucalyptus regnans,Myrtaceae,"Vic, Tas"
Melaleuca squarrosa,susceptible_but_degree_unknown field_resistant,Melaleuca squarrosa,Melaleuca squarrosa,Myrtaceae,"SA, NSW, Vic, Tas"
Rhodamnia blairiana,susceptible_but_degree_unknown field_resistant,Rhodamnia blairiana,Rhodamnia blairiana,Myrtaceae,Qld
Synaphea petiolaris s.l.,susceptible_but_degree_unknown field_resistant,Synaphea petiolaris,Synaphea petiolaris,Proteaceae,WA
Pimelea linifolia s.l.,susceptible_but_degree_unknown field_resistant,Pimelea linifolia,Pimelea linifolia,Thymelaeaceae,"SA, Qld, NSW, ACT, Vic, Tas"
Acacia suaveolens,susceptible_but_degree_unknown field_resistant low_susceptibility,Acacia suaveolens,Acacia suaveolens,Fabaceae,"SA, Qld, NSW, Vic, Tas"
Astroloma humifusum,susceptible_but_degree_unknown highly_susceptible,Styphelia humifusa,Styphelia humifusa,Ericaceae,"SA, NSW, ACT, Vic, Tas"
Leucopogon ericoides,susceptible_but_degree_unknown highly_susceptible,Styphelia ericoides,Styphelia ericoides,Ericaceae,"SA, Qld, NSW, Vic, Tas"
Leucopogon obtectus E,susceptible_but_degree_unknown highly_susceptible,Styphelia obtecta,Styphelia obtecta,Ericaceae,WA
Bossiaea cinerea,susceptible_but_degree_unknown highly_susceptible,Bossiaea cinerea,Bossiaea cinerea,Fabaceae,"SA, NSW, Vic, Tas"
Daviesia inflata,susceptible_but_degree_unknown highly_susceptible,Daviesia inflata,Daviesia inflata,Fabaceae,WA
Dillwynia glaberrima,susceptible_but_degree_unknown highly_susceptible,Dillwynia glaberrima,Dillwynia glaberrima,Fabaceae,"SA, Qld, NSW, Vic, Tas"
Dillwynia sericea,susceptible_but_degree_unknown highly_susceptible,Dillwynia sericea,Dillwynia sericea,Fabaceae,"SA, Qld, NSW, ACT, Vic, Tas"
Gompholobium confertum,susceptible_but_degree_unknown highly_susceptible,Gompholobium confertum,Gompholobium confertum,Fabaceae,WA
Platylobium formosum,susceptible_but_degree_unknown highly_susceptible,Platylobium formosum,Platylobium formosum,Fabaceae,"Qld, NSW"
Pultenaea gunnii,susceptible_but_degree_unknown highly_susceptible,Pultenaea gunnii,Pultenaea gunnii,Fabaceae,"NSW, Vic, Tas"
Pultenaea stricta,susceptible_but_degree_unknown highly_susceptible,Pultenaea stricta [alternative possible names: Pultenaea kraehenbuehlii (pro parte misapplied)],Pultenaea stricta,Fabaceae,"SA, Vic, Tas"
Eucalyptus fastigata,susceptible_but_degree_unknown highly_susceptible,Eucalyptus fastigata,Eucalyptus fastigata,Myrtaceae,"NSW, ACT, Vic"
Adenanthos barbiger,susceptible_but_degree_unknown highly_susceptible,Adenanthos barbiger,Adenanthos barbiger,Proteaceae,WA
Adenanthos detmoldii s.l.,susceptible_but_degree_unknown highly_susceptible,Adenanthos detmoldii,Adenanthos detmoldii,Proteaceae,WA
Adenanthos dobagii E,susceptible_but_degree_unknown highly_susceptible,Adenanthos dobagii,Adenanthos dobagii,Proteaceae,WA
Adenanthos ileticos,susceptible_but_degree_unknown highly_susceptible,Adenanthos ileticos,Adenanthos ileticos,Proteaceae,WA
Adenanthos pungens subsp. effusus E,susceptible_but_degree_unknown highly_susceptible,Adenanthos pungens subsp. effusus,Adenanthos pungens subsp. effusus,Proteaceae,WA
Adenanthos pungens subsp. pungens V,susceptible_but_degree_unknown highly_susceptible,Adenanthos pungens subsp. pungens,Adenanthos pungens subsp. pungens,Proteaceae,WA
Banksia grandis,susceptible_but_degree_unknown highly_susceptible,Banksia grandis,Banksia grandis,Proteaceae,WA
Banksia hookeriana,susceptible_but_degree_unknown highly_susceptible,Banksia hookeriana,Banksia hookeriana,Proteaceae,WA
Banksia laevigata,susceptible_but_degree_unknown highly_susceptible,Banksia laevigata,Banksia laevigata,Proteaceae,WA
Banksia seminuda,susceptible_but_degree_unknown highly_susceptible,Banksia seminuda,Banksia seminuda,Proteaceae,WA
Banksia tricuspis,susceptible_but_degree_unknown highly_susceptible,Banksia tricuspis,Banksia tricuspis,Proteaceae,WA
Dryandra mimica E,susceptible_but_degree_unknown highly_susceptible,Banksia mimica,Banksia mimica,Proteaceae,WA
Dryandra pteridifolia,susceptible_but_degree_unknown highly_susceptible,Banksia pteridifolia [alternative possible names: Banksia alliacea (pro parte misapplied)],Banksia pteridifolia,Proteaceae,WA
Isopogon axillaris,susceptible_but_degree_unknown highly_susceptible,Isopogon axillaris,Isopogon axillaris,Proteaceae,WA
Persoonia elliptica,susceptible_but_degree_unknown highly_susceptible,Persoonia elliptica,Persoonia elliptica,Proteaceae,WA
Persoonia longifolia,susceptible_but_degree_unknown highly_susceptible,Persoonia longifolia,Persoonia longifolia,Proteaceae,WA
Petrophile serruriae,susceptible_but_degree_unknown highly_susceptible,Petrophile serruriae,Petrophile serruriae,Proteaceae,WA
Petrophile squamata,susceptible_but_degree_unknown highly_susceptible,Petrophile squamata,Petrophile squamata,Proteaceae,WA
Hibbertia quadricolor,susceptible_but_degree_unknown highly_susceptible,Hibbertia quadricolor,Hibbertia quadricolor,Dilleniaceae,WA
Lysinema ciliatum,susceptible_but_degree_unknown highly_susceptible,Lysinema ciliatum [alternative possible names: Lysinema pentapetalum (pro parte misapplied)],Lysinema ciliatum,Ericaceae,WA
Sphenotoma squarrosa,susceptible_but_degree_unknown highly_susceptible,Sphenotoma squarrosa,Sphenotoma squarrosa,Ericaceae,WA
Adenanthos ellipticus V,susceptible_but_degree_unknown highly_susceptible,Adenanthos ellipticus,Adenanthos ellipticus,Proteaceae,WA
Adenanthos oreophilus,susceptible_but_degree_unknown highly_susceptible,Adenanthos oreophilus,Adenanthos oreophilus,Proteaceae,WA
Banksia laricina,susceptible_but_degree_unknown highly_susceptible,Banksia laricina,Banksia laricina,Proteaceae,WA
Dryandra anatona E,susceptible_but_degree_unknown highly_susceptible,Banksia anatona,Banksia anatona,Proteaceae,WA
Dryandra serra,susceptible_but_degree_unknown highly_susceptible,Banksia serra,Banksia serra,Proteaceae,WA
Lambertia inermis s.l.,susceptible_but_degree_unknown highly_susceptible,Lambertia inermis,Lambertia inermis,Proteaceae,WA
Petrophile diversifolia,susceptible_but_degree_unknown highly_susceptible,Petrophile diversifolia,Petrophile diversifolia,Proteaceae,WA
Xanthorrhoea australis,susceptible_but_degree_unknown highly_susceptible,Xanthorrhoea australis [alternative possible names: Xanthorrhoea glauca subsp. angustifolia (pro parte misapplied)],Xanthorrhoea australis,Xanthorrhoeaceae,"SA, NSW, Vic, Tas"
Andersonia axilliflora E,susceptible_but_degree_unknown highly_susceptible,Andersonia axilliflora,Andersonia axilliflora,Ericaceae,WA
Banksia cuneata E,susceptible_but_degree_unknown highly_susceptible,Banksia cuneata,Banksia cuneata,Proteaceae,WA
Dryandra montana E,susceptible_but_degree_unknown highly_susceptible,Banksia montana,Banksia montana,Proteaceae,WA
Banksia verticillata V,susceptible_but_degree_unknown highly_susceptible,Banksia verticillata,Banksia verticillata,Proteaceae,WA
Adenanthos cuneatus,susceptible_but_degree_unknown highly_susceptible low_susceptibility,Adenanthos cuneatus,Adenanthos cuneatus,Proteaceae,WA
Evandra aristata,susceptible_but_degree_unknown low_susceptibility,Evandra aristata,Evandra aristata,Cyperaceae,WA
Epacris impressa,susceptible_but_degree_unknown low_susceptibility,Epacris impressa,Epacris impressa,Ericaceae,"SA, NSW, Vic, Tas"
Daviesia megacalyx E,susceptible_but_degree_unknown low_susceptibility,Daviesia megacalyx,Daviesia megacalyx,Fabaceae,WA
Jacksonia spinosa,susceptible_but_degree_unknown low_susceptibility,Jacksonia spinosa,Jacksonia spinosa,Fabaceae,WA
